#	Revision	RXX
#	Date	XXXXXX
#	#BladeRadius	Chord	Twist	RelativeThickness	xt4	yt4	PCBA-X	PCBA-Y	RelativeTwistAxis
#	#[m]	[m]	[deg]	[%]	[m]	[m]	[m]	[m]	[%]
DEF	51.256	2.361544579	1.366578636	27.468945309	-1.863306800	-0.150344098	-1.859715395	0.180603417	39.018523462
DEF	51.956	2.319867426	1.269034766	27.341255923	-1.916256684	-0.148380367	-1.912965706	0.183147946	39.294754930
DEF	52.656	2.278991359	1.174426497	27.207113426	-1.969874665	-0.146396770	-1.966872566	0.185692475	39.573890593
DEF	53.356	2.239327661	1.081927875	27.069715136	-2.024546026	-0.144404442	-2.021815617	0.188237005	39.858633653
DEF	54.056	2.200256502	0.991427234	26.926321330	-2.079751500	-0.142398634	-2.077284793	0.190781534	40.145863667
DEF	54.756	2.162040155	0.903319103	26.777597658	-2.135736676	-0.140368995	-2.133522346	0.193326063	40.436560719
DEF	55.456	2.124789059	0.817041955	26.625580734	-2.192656791	-0.138320610	-2.190681804	0.195870593	40.732032936
DEF	56.156	2.088055730	0.732113111	26.465892835	-2.250096512	-0.136254432	-2.248354249	0.198415122	41.029884576
DEF	56.856	2.052215205	0.648403442	26.302408201	-2.308464766	-0.134143654	-2.306944479	0.200959651	41.331511689
DEF	57.556	2.017059770	0.566002376	26.134567931	-2.367612104	-0.131988349	-2.366305667	0.203504180	41.636238347
DEF	58.256	1.982346473	0.484380283	25.959708356	-2.427272868	-0.129801049	-2.426175039	0.206048710	41.942924189
DEF	58.956	1.948491019	0.403222334	25.781598447	-2.488025574	-0.127522307	-2.487126190	0.208593239	42.253040224
DEF	59.656	1.915050875	0.322356829	25.597787273	-2.549390804	-0.125178524	-2.548684664	0.211137768	42.564772279
DEF	60.356	1.882001474	0.241521850	25.408628047	-2.611332329	-0.122773546	-2.610814538	0.213682297	42.878024770
DEF	61.056	1.849575759	0.160292162	25.216235788	-2.674399342	-0.120220254	-2.674061151	0.216226827	43.193722529
DEF	61.756	1.817372211	0.078445082	25.017240202	-2.737987180	-0.117585615	-2.737824727	0.218771356	43.510417627
DEF	62.456	1.785462035	-0.004257431	24.814274832	-2.802289796	-0.114837128	-2.802297810	0.221315885	43.828458183
DEF	63.156	1.753791284	-0.088077641	24.608070577	-2.867579767	-0.111908987	-2.867750731	0.223860414	44.148727871
DEF	63.856	1.722180620	-0.173902512	24.394942351	-2.933410161	-0.108871289	-2.933739731	0.226404944	44.470377899
DEF	64.556	1.690605808	-0.261672085	24.178715296	-3.000039608	-0.105663223	-3.000521195	0.228949473	44.794188513
DEF	65.256	1.658858925	-0.351664088	23.958938215	-3.067575951	-0.102251470	-3.068201228	0.231494002	45.122630260
DEF	65.956	1.626910347	-0.444199114	23.733087754	-3.135682696	-0.098697211	-3.136446122	0.234038531	45.454510809
DEF	66.656	1.594586086	-0.539613173	23.504088854	-3.204586745	-0.094929318	-3.205480268	0.236583061	45.791725685
DEF	67.356	1.561521384	-0.638399566	23.271780310	-3.274403852	-0.090907456	-3.275415373	0.239127590	46.139668858
DEF	68.056	1.527791775	-0.741254870	23.033575278	-3.344830791	-0.086698368	-3.345950844	0.241672119	46.496867827
DEF	68.756	1.493223128	-0.847884040	22.792017557	-3.415941724	-0.082269652	-3.417158933	0.244216648	46.865592618
DEF	69.456	1.456860225	-0.958445774	22.546932802	-3.488083947	-0.077428583	-3.489376082	0.246761178	47.257297257
DEF	70.156	1.418963739	-1.072983964	22.297157240	-3.560879970	-0.072323100	-3.562230406	0.249305707	47.672544287
DEF	70.956	1.373184162	-1.208535285	22.005940238	-3.644974308	-0.066056247	-3.646364046	0.252213740	48.183753299
DEF	71.756	1.323910741	-1.348413062	21.708717353	-3.730083440	-0.059154506	-3.731472627	0.255121774	48.744302595
DEF	72.556	1.270032858	-1.491245177	21.404744292	-3.816235890	-0.051392580	-3.817571188	0.258029807	49.368580157
DEF	73.356	1.210005562	-1.634332836	21.092889400	-3.903460501	-0.042462022	-3.904669786	0.260937841	50.079596596
DEF	74.156	1.141627137	-1.772580840	20.771395828	-3.991785895	-0.031938628	-3.992771316	0.263845874	50.916455584
DEF	74.956	1.061670436	-1.898655075	20.437484068	-4.081252559	-0.018735872	-4.081868974	0.266753908	51.903923888
DEF	75.756	0.965242895	-1.995751607	20.086666967	-4.171904323	-0.001238424	-4.171943335	0.269661941	53.087919764
DEF	76.556	0.844610906	-2.037474148	19.705756493	-4.263788776	0.023373683	-4.262959005	0.272569975	54.524198443
DEF	77.356	0.677715423	-1.951835200	19.276676655	-4.357111273	0.063456009	-4.354977321	0.275478008	56.323401817
DEF	78.156	0.401008616	-1.550544464	18.710670711	-4.451748124	0.143755752	-4.447970099	0.278386041	58.643808624
DEF	78.600	0.007860000	-0.895000000	18.000000000	-4.504330401	0.277199457	-4.500000000	0.280000000	60.200000000
